dTime [s];measTemp [°C];calcTemp [°C]
774.677;39;25
775.676;38;25
776.675;38;25
777.674;38;25
778.673;38;25
779.672;39;25
780.671;39;25
781.67;38;25
782.669;38;25
783.668;38;25
784.667;38;25
785.667;39;25
786.666;39;25
787.664;39;25
788.664;39;25
789.663;39;25
790.662;39;25
791.661;39;25
792.66;39;25
793.659;39;25
794.654;38;25
795.653;38;25
796.652;38;25
797.651;38;25
798.651;38;25
799.65;38;25
800.649;38;25
801.648;38;25
802.647;38;25
803.646;38;25
804.649;38;25
805.644;38;25
806.643;38;25
807.642;38;25
808.641;38;25
809.64;38;25
810.639;38;25
811.638;38;25
812.637;38;25
813.636;38;25
814.636;38;25
815.635;38;25
816.634;38;25
817.633;38;25
818.632;38;25
819.632;38;25
820.631;38;25
821.63;38;25
822.629;38;25
823.628;38;25
824.627;38;25
825.626;38;25
826.625;38;25
827.624;38;25
828.623;38;25
829.622;38;25
830.617;38;25
831.616;38;25
832.615;38;25
833.614;38;25
834.613;38;25
835.612;38;25
836.611;38;25
837.61;38;25
838.609;38;25
839.608;38;25
840.607;38;25
841.606;38;25
842.605;38;25
843.604;38;25
844.603;38;25
845.602;38;25
846.601;38;25
847.6;38;25
848.599;38;25
849.597;38;25
850.597;38;25
851.596;38;25
852.595;38;25
853.594;38;25
854.593;38;25
855.592;38;25
856.591;38;25
857.59;38;25
858.589;38;25
859.588;38;25
860.587;38;25
861.586;38;25
862.585;38;25
863.584;38;25
864.583;38;25
865.582;38;25
866.577;38;25
867.576;38;25
868.575;38;25
869.574;38;25
870.573;38;25
871.572;38;25
872.571;38;25
873.57;38;25
874.569;38;25
875.568;38;25
876.567;38;25
877.565;38;25
878.564;38;25
879.563;38;25
880.562;38;25
881.561;38;25
882.56;38;25
883.559;38;25
884.558;38;25
885.557;38;25
886.557;38;25
887.556;37;25
888.555;38;25
889.554;38;25
890.553;38;25
891.552;38;25
892.555;38;25
893.55;38;25
894.549;38;25
895.549;38;25
896.548;38;25
897.547;38;25
898.546;38;25
899.545;37;25
900.544;37;25
901.543;37;25
902.538;37;25
903.538;38;25
904.537;38;25
905.536;38;25
906.535;38;25
907.534;38;25
908.533;38;25
909.532;38;25
910.531;37;25
911.529;38;25
912.528;37;25
913.528;37;25
914.527;37;25
915.526;37;25
916.525;37;25
917.524;37;25
918.523;37;25
919.522;37;25
920.521;37;25
921.52;37;25
922.519;37;25
923.518;37;25
924.517;37;25
925.516;37;25
926.515;37;25
927.514;37;25
928.514;37;25
929.513;37;25
930.512;38;25
931.511;38;25
932.509;38;25
933.509;38;25
934.508;38;25
935.507;38;25
936.506;38;25
937.505;38;25
938.5;37;25
939.499;38;25
940.498;37;25
941.497;37;25
942.496;38;25
943.495;37;25
944.494;38;25
945.493;38;25
946.492;37;25
947.491;38;25
948.49;37;25
949.489;37;25
950.488;37;25
951.487;38;25
952.486;37;25
953.485;38;25
954.484;38;25
955.483;37;25
956.482;37;25
957.481;37;25
958.48;37;25
959.479;37;25
960.478;37;25
961.477;37;25
962.476;37;25
963.474;37;25
964.474;37;25
965.473;37;25
966.472;37;25
967.471;37;25
968.47;37;25
969.469;37;25
970.469;36;25
971.468;36;25
972.467;36;25
973.462;36;25
974.461;36;25
975.464;36;25
976.459;36;25
977.458;36;25
978.457;36;25
979.455;35;25
980.455;35;25
981.454;35;25
982.453;35;25
983.452;35;25
984.451;35;25
985.45;35;25
986.449;35;25
987.448;35;25
988.447;35;25
989.446;35;25
990.445;35;25
991.445;35;25
992.444;35;25
993.443;35;25
994.442;35;25
995.441;35;25
996.44;35;25
997.439;35;25
998.438;35;25
999.437;35;25
1000.44;35;25
1001.44;35;25
1002.43;34;25
1003.43;33;25
1004.43;32;25
1005.43;39;25
1006.43;40;25
1007.43;40;25
1008.43;40;25
1009.42;40;25
1010.42;40;25
1011.42;40;25
1012.42;40;25
1013.42;40;25
1014.42;40;25
1015.42;40;25
1016.42;39;25
1017.42;39;25
1018.42;39;25
1019.42;39;25
1020.41;39;25
1021.41;39;25
1022.41;39;25
1023.41;39;25
1024.41;39;25
1025.41;39;25
1026.41;39;25
1027.41;39;25
1028.41;39;25
1029.41;39;25
1030.41;39;25
1031.41;39;25
1032.41;39;25
1033.41;39;25
1034.4;39;25
1035.4;39;25
1036.4;39;25
1037.4;39;25
1038.4;39;25
1039.4;39;25
1040.4;39;25
1041.4;39;25
1042.4;39;25
1043.4;39;25
1044.4;39;25
1045.39;39;25
1046.39;39;25
1047.39;39;25
1048.39;39;25
1049.39;39;25
1050.39;39;25
1051.38;39;25
1052.38;39;25
1053.38;39;25
1054.38;39;25
1055.38;39;25
1056.38;39;25
1057.38;39;25
1058.38;39;25
1059.38;39;25
1060.38;39;25
1061.38;39;25
1062.37;39;25
1063.37;39;25
1064.37;39;25
1065.37;39;25
1066.37;39;25
1067.37;39;25
1068.37;39;25
1069.37;39;25
1070.37;39;25
1071.36;39;25
1072.36;39;25
1073.36;39;25
1074.36;39;25
1075.36;39;25
1076.36;39;25
1077.36;39;25
1078.36;39;25
1079.36;39;25
1080.36;39;25
1081.35;39;25
1082.35;39;25
1083.35;39;25
1084.35;39;25
1085.35;39;25
1086.35;39;25
1087.35;39;25
1088.35;39;25
1089.35;39;25
1090.35;39;25
1091.34;39;25
1092.34;39;25
1093.34;39;25
1094.34;39;25
1095.34;39;25
1096.34;39;25
1097.34;39;25
1098.34;39;25
1099.34;39;25
1100.34;39;25
1101.33;39;25
1102.33;39;25
1103.33;39;25
1104.33;39;25
1105.33;39;25
1106.33;39;25
1107.33;39;25
1108.33;39;25
1109.33;39;25
1110.33;39;25
1111.32;39;25
1112.32;39;25
1113.32;39;25
1114.32;39;25
1115.32;39;25
1116.32;39;25
1117.31;39;25
1118.32;39;25
1119.31;39;25
1120.31;39;25
1121.31;39;25
1122.31;39;25
1123.31;39;25
1124.31;39;25
1125.31;39;25
1126.31;39;25
1127.3;39;25
1128.3;39;25
1129.3;39;25
1130.3;39;25
1131.3;39;25
1132.3;39;25
1133.3;39;25
1134.3;39;25
1135.3;39;25
1136.3;39;25
1137.3;39;25
1138.29;39;25
1139.29;39;25
1140.29;39;25
1141.29;39;25
1142.29;39;25
1143.29;39;25
1144.29;39;25
1145.29;39;25
1146.29;39;25
1147.29;39;25
1148.28;39;25
1149.28;39;25
1150.28;39;25
1151.28;39;25
1152.28;39;25
1153.28;39;25
1154.28;39;25
1155.27;39;25
1156.27;39;25
1157.27;39;25
1158.27;39;25
1159.27;38;25
1160.27;39;25
1161.27;38;25
1162.27;39;25
1163.27;38;25
1164.27;38;25
1165.27;38;25
1166.26;38;25
1167.26;38;25
1168.26;38;25
1169.26;38;25
1170.26;38;25
1171.26;38;25
1172.26;38;25
1173.26;38;25
1174.26;38;25
1175.26;38;25
1176.26;38;25
1177.26;38;25
1178.25;38;25
1179.25;38;25
1180.25;38;25
1181.25;38;25
1182.25;38;25
1183.25;38;25
1184.25;38;25
1185.25;38;25
1186.25;38;25
1187.25;38;25
1188.25;38;25
1189.24;38;25
1190.24;38;25
1191.24;38;25
1192.24;38;25
1193.24;38;25
1194.24;38;25
1195.24;38;25
1196.23;38;25
1197.23;38;25
1198.23;38;25
1199.23;38;25
1200.23;38;25
1201.23;38;25
1202.23;38;25
1203.23;38;25
1204.23;38;25
1205.23;38;25
1206.23;38;25
1207.22;38;25
1208.22;38;25
1209.22;38;25
1210.22;38;25
1211.22;38;25
1212.22;38;25
1213.22;38;25
1214.22;38;25
1215.22;38;25
1216.22;38;25
1217.22;38;25
1218.21;38;25
1219.21;38;25
1220.21;38;25
1221.21;38;25
1222.21;38;25
1223.21;38;25
1224.21;38;25
1225.2;38;25
1226.2;38;25
1227.2;38;25
1228.2;38;25
1229.2;38;25
1230.2;38;25
1231.2;38;25
1232.2;38;25
1233.2;38;25
1234.2;38;25
1235.19;38;25
1236.19;38;25
1237.19;38;25
1238.19;38;25
1239.19;38;25
1240.19;38;25
1241.19;38;25
1242.19;38;25
1243.19;38;25
1244.19;38;25
1245.19;38;25
1246.19;38;25
1247.18;38;25
1248.18;38;25
1249.18;38;25
1250.18;38;25
1251.18;38;25
1252.18;38;25
1253.18;38;25
1254.18;38;25
1255.18;38;25
1256.18;38;25
1257.18;38;25
1258.18;38;25
1259.17;38;25
1260.17;38;25
1261.17;38;25
1262.17;38;25
1263.17;38;25
1264.17;38;25
1265.16;38;25
1266.16;38;25
1267.16;38;25
1268.16;38;25
1269.16;38;25
1270.16;38;25
1271.16;38;25
1272.16;38;25
1273.16;38;25
1274.16;38;25
1275.16;38;25
1276.15;38;25
1277.15;38;25
1278.15;38;25
1279.15;38;25
1280.15;38;25
1281.15;37;25
1282.15;37;25
1283.15;37;25
1284.15;37;25
1285.15;37;25
1286.14;37;25
1287.14;37;25
1288.14;37;25
1289.14;37;25
1290.14;37;25
1291.14;37;25
1292.14;37;25
1293.14;37;25
1294.14;37;25
1295.14;37;25
1296.13;37;25
1297.13;37;25
1298.13;37;25
1299.13;37;25
1300.13;37;25
1301.13;37;25
1302.13;37;25
1303.12;37;25
1304.13;37;25
1305.12;37;25
1306.13;37;25
1307.12;37;25
1308.12;37;25
1309.12;37;25
1310.12;37;25
1311.12;37;25
1312.12;37;25
1313.12;37;25
1314.11;37;25
1315.11;37;25
1316.11;37;25
1317.11;37;25
1318.11;37;25
1319.11;37;25
1320.11;37;25
1321.11;37;25
1322.11;37;25
1323.11;37;25
1324.1;37;25
1325.1;37;25
1326.1;37;25
1327.1;37;25
1328.1;37;25
1329.1;37;25
1330.1;37;25
1331.1;37;25
1332.09;37;25
1333.09;37;25
1334.09;37;25
1335.09;37;25
1336.09;37;25
1337.09;37;25
1338.09;37;25
1339.09;37;25
1340.09;37;25
1341.09;37;25
1342.09;37;25
1343.08;37;25
1344.08;37;25
1345.08;37;25
1346.08;37;25
1347.08;37;25
1348.08;37;25
1349.08;37;25
1350.08;37;25
1351.08;37;25
1352.08;37;25
1353.08;37;25
1354.07;37;25
1355.07;37;25
1356.07;37;25
1357.07;37;25
1358.07;37;25
1359.07;37;25
1360.07;37;25
1361.07;37;25
1362.07;37;25
1363.07;37;25
1364.06;37;25
1365.06;37;25
1366.06;37;25
1367.06;37;25
1368.06;37;25
1369.06;37;25
1370.06;37;25
1371.06;37;25
1372.05;37;25
1373.05;37;25
1374.05;37;25
1375.05;37;25
1376.05;37;25
1377.05;37;25
1378.05;37;25
1379.05;37;25
1380.05;37;25
1381.05;37;25
1382.05;37;25
1383.04;37;25
1384.04;37;25
1385.04;37;25
1386.04;37;25
1387.04;37;25
1388.04;37;25
1389.04;37;25
1390.04;37;25
1391.04;37;25
1392.04;37;25
1393.03;37;25
1394.03;37;25
1395.03;37;25
1396.03;37;25
1397.03;37;25
1398.03;37;25
1399.03;37;25
1400.03;37;25
1401.03;37;25
1402.03;37;25
1403.02;37;25
1404.02;37;25
1405.02;37;25
1406.02;37;25
1407.02;37;25
1408.02;37;25
1409.01;37;25
1410.01;37;25
1411.01;37;25
1412.01;37;25
1413.01;37;25
1414.01;37;25
1415.01;37;25
1416.01;37;25
1417.01;37;25
1418.01;37;25
1419;37;25
1420;37;25
1421;37;25
1422;37;25
1423;37;25
1424;37;25
1425;37;25
1426;37;25
1427;37;25
1428;37;25
1429;37;25
1429.99;37;25
1430.99;37;25
1431.99;37;25
1432.99;37;25
1433.99;37;25
1434.99;37;25
1435.99;37;25
1436.99;37;25
1437.99;37;25
1438.99;37;25
1439.98;37;25
1440.98;37;25
1441.98;37;25
1442.98;37;25
1443.98;37;25
1444.98;37;25
1445.98;37;25
1446.97;37;25
1447.97;37;25
1448.97;37;25
1449.97;37;25
1450.97;37;25
1451.97;37;25
1452.97;37;25
1453.97;37;25
1454.97;37;25
1455.97;37;25
1456.96;37;25
1457.96;37;25
1458.96;37;25
1459.96;37;25
1460.96;37;25
1461.96;37;25
1462.96;37;25
1463.96;37;25
1464.96;36;25
1465.96;36;25
1466.96;37;25
1467.95;36;25
1468.95;36;25
1469.95;36;25
1470.95;36;25
1471.95;36;25
1472.95;36;25
1473.95;36;25
1474.95;36;25
1475.94;36;25
1476.94;36;25
1477.94;36;25
1478.94;36;25
1479.94;36;25
1480.94;36;25
1481.94;36;25
1482.94;36;25
1483.94;36;25
1484.93;36;25
1485.93;36;25
1486.93;36;25
1487.93;36;25
1488.93;36;25
1489.93;36;25
1490.93;36;25
1491.93;36;25
1492.93;36;25
1493.93;36;25
1494.92;36;25
1495.92;36;25
1496.92;36;25
1497.92;36;25
1498.92;36;25
1499.92;36;25
1500.92;36;25
1501.92;36;25
1502.92;36;25
1503.92;36;25
1504.91;36;25
1505.91;36;25
1506.91;36;25
1507.91;36;25
1508.91;36;25
1509.91;36;25
1510.91;36;25
1511.9;36;25
1512.9;36;25
1513.9;36;25
1514.9;36;25
1515.9;36;25
1516.9;36;25
1517.9;36;25
1518.9;36;25
1519.9;36;25
1520.89;36;25
1521.89;36;25
1522.89;36;25
1523.89;36;25
1524.89;36;25
1525.89;36;25
1526.89;36;25
1527.89;36;25
1528.89;36;25
1529.89;36;25
1530.88;36;25
1531.88;36;25
1532.88;36;25
1533.88;36;25
1534.88;36;25
1535.88;36;25
1536.88;36;25
1537.88;36;25
1538.88;36;25
1539.88;36;25
1540.88;36;25
1541.88;36;25
1542.87;36;25
1543.87;36;25
1544.87;36;25
1545.87;36;25
1546.87;36;25
1547.87;36;25
1548.86;36;25
1549.86;36;25
1550.86;36;25
1551.86;36;25
1552.86;36;25
1553.86;36;25
1554.86;36;25
1555.86;36;25
1556.86;36;25
1557.85;36;25
1558.85;36;25
1559.86;36;25
1560.85;36;25
1561.85;36;25
1562.85;36;25
1563.85;36;25
1564.85;36;25
1565.85;36;25
1566.85;36;25
1567.84;36;25
1568.84;36;25
1569.84;36;25
1570.84;36;25
1571.84;36;25
1572.84;36;25
1573.84;36;25
1574.84;36;25
1575.84;36;25
1576.84;36;25
1577.83;36;25
1578.83;36;25
1579.83;36;25
1580.83;36;25
1581.83;36;25
1582.83;36;25
1583.82;36;25
1584.82;36;25
1585.82;36;25
1586.82;36;25
1587.82;36;25
1588.82;36;25
1589.82;36;25
1590.82;36;25
1591.82;36;25
1592.82;36;25
1593.82;36;25
1594.81;36;25
1595.81;36;25
1596.81;36;25
1597.81;36;25
1598.81;36;25
1599.81;36;25
1600.81;36;25
1601.81;36;25
1602.81;36;25
1603.81;36;25
1604.81;36;25
1605.81;36;25
1606.8;36;25
1607.8;36;25
1608.8;36;25
1609.8;36;25
1610.8;36;25
1611.8;36;25
1612.8;36;25
1613.8;36;25
1614.8;36;25
1615.79;36;25
1616.79;36;25
1617.79;36;25
1618.79;36;25
1619.79;36;25
1620.79;36;25
1621.78;36;25
1622.78;36;25
1623.78;36;25
1624.78;36;25
1625.78;36;25
1626.78;36;25
1627.78;36;25
1628.78;36;25
1629.78;36;25
1630.78;36;25
1631.77;36;25
1632.77;35;25
1633.77;36;25
1634.77;36;25
1635.77;36;25
1636.77;36;25
1637.77;36;25
1638.77;36;25
1639.77;36;25
1640.77;36;25
1641.77;36;25
1642.76;36;25
1643.76;36;25
1644.76;36;25
1645.76;36;25
1646.76;36;25
1647.76;36;25
1648.76;36;25
1649.76;36;25
1650.76;36;25
1651.76;36;25
1652.76;36;25
