dTime [s];measTemp [°C];calcTemp [°C]
1653.76;36;25
1654.75;36;25
1655.75;35;25
1656.75;35;25
1657.75;35;25
1658.75;36;25
1659.75;35;25
1660.74;35;25
1661.74;35;25
1662.74;35;25
1663.74;35;25
1664.74;35;25
1665.74;35;25
1666.74;35;25
1667.74;35;25
1668.74;35;25
1669.74;35;25
1670.73;35;25
1671.73;35;25
1672.73;35;25
1673.73;35;25
1674.73;35;25
1675.73;35;25
1676.73;35;25
1677.73;35;25
1678.73;35;25
1679.73;35;25
1680.72;35;25
1681.72;35;25
1682.72;35;25
1683.72;35;25
1684.72;35;25
1685.72;35;25
1686.72;35;25
1687.72;35;25
1688.72;35;25
1689.72;35;25
1690.71;35;25
1691.71;35;25
1692.71;35;25
1693.71;35;25
1694.71;35;25
1695.71;35;25
1696.71;35;25
1697.7;35;25
1698.7;35;25
1699.7;35;25
1700.7;35;25
1701.7;35;25
1702.7;35;25
1703.7;35;25
1704.7;35;25
1705.7;35;25
1706.7;35;25
1707.7;35;25
1708.69;35;25
1709.69;35;25
1710.69;35;25
1711.69;35;25
1712.69;35;25
1713.69;35;25
1714.69;35;25
1715.69;35;25
1716.69;35;25
1717.69;35;25
1718.69;35;25
1719.69;35;25
1720.68;35;25
1721.68;35;25
1722.68;35;25
1723.68;35;25
1724.68;35;25
1725.68;35;25
1726.68;35;25
1727.67;35;25
1728.67;35;25
1729.67;35;25
1730.67;35;25
1731.67;35;25
1732.67;35;25
1733.67;35;25
1734.67;35;25
1735.67;35;25
1736.67;35;25
1737.67;35;25
1738.66;35;25
1739.66;35;25
1740.66;35;25
1741.66;35;25
1742.66;35;25
1743.66;35;25
1744.66;35;25
1745.66;35;25
1746.66;35;25
1747.66;35;25
1748.65;35;25
1749.65;35;25
1750.65;35;25
1751.65;35;25
1752.65;35;25
1753.65;35;25
1754.65;35;25
1755.65;35;25
1756.65;35;25
1757.65;35;25
1758.64;35;25
1759.64;35;25
1760.64;35;25
1761.64;35;25
1762.64;35;25
1763.64;35;25
1764.64;35;25
1765.64;35;25
1766.63;35;25
1767.63;35;25
1768.63;35;25
1769.63;35;25
1770.63;35;25
1771.63;35;25
1772.63;35;25
1773.63;35;25
1774.63;35;25
1775.63;35;25
1776.62;35;25
1777.62;35;25
1778.62;35;25
1779.62;35;25
1780.62;35;25
1781.62;35;25
1782.62;35;25
1783.62;35;25
1784.62;35;25
1785.62;35;25
1786.62;35;25
1787.61;35;25
1788.61;35;25
1789.61;35;25
1790.61;35;25
1791.61;35;25
1792.61;35;25
1793.61;35;25
1794.61;35;25
1795.61;35;25
1796.61;35;25
1797.6;35;25
1798.6;35;25
1799.6;35;25
1800.6;35;25
1801.6;35;25
1802.6;35;25
1803.59;35;25
1804.59;35;25
1805.59;35;25
1806.59;35;25
1807.59;35;25
1808.59;35;25
1809.59;35;25
1810.59;35;25
1811.59;35;25
1812.59;35;25
1813.59;35;25
1814.58;35;25
1815.58;35;25
1816.58;35;25
1817.58;35;25
1818.58;35;25
1819.58;35;25
1820.58;35;25
1821.58;35;25
1822.58;35;25
1823.58;35;25
1824.58;35;25
1825.57;35;25
1826.57;35;25
1827.57;35;25
1828.57;35;25
1829.57;35;25
1830.57;35;25
1831.57;35;25
1832.57;35;25
1833.57;35;25
1834.56;35;25
1835.56;35;25
1836.56;35;25
1837.56;35;25
1838.56;35;25
1839.56;35;25
1840.56;35;25
1841.56;35;25
1842.56;35;25
1843.56;35;25
1844.55;35;25
1845.56;35;25
1846.55;35;25
1847.55;35;25
1848.55;35;25
1849.55;35;25
1850.55;35;25
1851.55;35;25
1852.55;35;25
1853.55;35;25
1854.54;35;25
1855.54;35;25
1856.54;35;25
1857.54;35;25
1858.54;35;25
1859.54;34;25
1860.54;34;25
1861.54;35;25
1862.54;35;25
1863.54;34;25
1864.54;34;25
1865.53;34;25
1866.53;34;25
1867.53;34;25
1868.53;34;25
1869.53;34;25
1870.53;34;25
1871.52;34;25
1872.53;34;25
1873.52;34;25
1874.53;34;25
1875.52;34;25
1876.52;34;25
1877.52;34;25
1878.52;34;25
1879.52;34;25
1880.52;34;25
1881.51;35;25
1882.51;35;25
1883.51;34;25
1884.51;35;25
1885.51;35;25
1886.51;35;25
1887.51;34;25
1888.51;34;25
1889.51;35;25
1890.51;35;25
1891.5;35;25
1892.5;35;25
1893.5;35;25
1894.5;35;25
1895.5;35;25
1896.5;34;25
1897.5;34;25
1898.5;34;25
1899.5;34;25
1900.5;34;25
1901.5;34;25
1902.5;34;25
1903.49;34;25
1904.49;34;25
1905.49;34;25
1906.49;34;25
1907.49;34;25
1908.49;34;25
1909.49;34;25
1910.48;34;25
1911.48;34;25
1912.48;34;25
1913.48;34;25
1914.48;34;25
1915.48;34;25
1916.48;34;25
1917.48;34;25
1918.48;34;25
1919.48;34;25
1920.47;34;25
1921.47;34;25
1922.47;34;25
1923.47;34;25
1924.47;34;25
1925.47;34;25
1926.47;34;25
1927.47;34;25
1928.47;34;25
1929.47;34;25
1930.46;34;25
1931.46;34;25
1932.46;34;25
1933.46;34;25
1934.46;34;25
1935.46;34;25
1936.46;34;25
1937.46;34;25
1938.46;34;25
1939.46;34;25
1940.46;34;25
1941.45;34;25
1942.45;34;25
1943.45;34;25
1944.45;34;25
1945.45;34;25
1946.45;34;25
1947.45;34;25
1948.44;34;25
1949.44;34;25
1950.44;34;25
1951.44;34;25
1952.44;34;25
1953.44;34;25
1954.44;34;25
1955.44;34;25
1956.44;34;25
1957.44;34;25
1958.43;34;25
1959.43;34;25
1960.43;34;25
1961.43;34;25
1962.43;34;25
1963.43;34;25
1964.43;34;25
1965.43;34;25
1966.43;34;25
1967.43;34;25
1968.42;34;25
1969.42;34;25
1970.42;34;25
1971.42;34;25
1972.42;34;25
1973.42;34;25
1974.42;34;25
1975.42;34;25
1976.42;34;25
1977.41;34;25
1978.41;34;25
1979.41;34;25
1980.41;34;25
1981.41;34;25
1982.41;34;25
1983.41;34;25
1984.4;34;25
1985.4;34;25
1986.4;34;25
1987.4;34;25
1988.4;34;25
1989.4;34;25
1990.4;34;25
1991.4;34;25
1992.4;34;25
1993.4;34;25
1994.39;34;25
1995.39;34;25
1996.39;34;25
1997.39;34;25
1998.39;34;25
1999.39;34;25
2000.39;34;25
2001.39;34;25
2002.39;34;25
2003.39;34;25
2004.39;34;25
2005.38;34;25
2006.38;34;25
2007.38;34;25
2008.38;34;25
2009.38;34;25
2010.38;34;25
2011.38;34;25
2012.38;34;25
2013.37;34;25
2014.37;34;25
2015.37;34;25
2016.37;34;25
2017.37;34;25
2018.37;34;25
2019.37;34;25
2020.37;34;25
2021.36;34;25
2022.36;34;25
2023.36;34;25
2024.36;34;25
2025.36;34;25
2026.36;34;25
2027.36;34;25
2028.36;34;25
2029.36;34;25
2030.36;34;25
2031.35;34;25
2032.35;34;25
2033.35;34;25
2034.35;34;25
2035.35;34;25
2036.35;34;25
2037.35;34;25
2038.35;34;25
2039.35;34;25
2040.34;34;25
2041.34;34;25
2042.34;34;25
2043.34;34;25
2044.34;34;25
2045.34;34;25
2046.34;34;25
2047.34;34;25
2048.34;34;25
2049.33;34;25
2050.33;34;25
2051.33;34;25
2052.33;34;25
2053.33;34;25
2054.33;34;25
2055.33;34;25
2056.33;34;25
2057.32;34;25
2058.32;34;25
2059.32;34;25
2060.33;34;25
2061.32;34;25
2062.32;34;25
2063.32;34;25
2064.32;34;25
2065.32;34;25
2066.32;34;25
2067.31;34;25
2068.31;34;25
2069.32;34;25
2070.31;34;25
2071.31;34;25
2072.31;34;25
2073.31;34;25
2074.31;34;25
2075.31;34;25
2076.31;34;25
2077.3;34;25
2078.3;34;25
2079.3;34;25
2080.3;34;25
2081.3;34;25
2082.3;34;25
2083.3;34;25
2084.3;34;25
2085.29;34;25
2086.29;34;25
2087.29;34;25
2088.29;34;25
2089.29;34;25
2090.29;34;25
2091.29;34;25
2092.29;34;25
2093.28;34;25
2094.28;34;25
2095.28;34;25
2096.28;34;25
2097.28;34;25
2098.28;34;25
2099.28;33;25
2100.28;34;25
2101.28;34;25
2102.28;34;25
2103.28;33;25
2104.28;33;25
2105.27;33;25
2106.27;33;25
2107.27;33;25
2108.27;33;25
2109.27;33;25
2110.27;33;25
2111.27;33;25
2112.27;33;25
2113.27;33;25
2114.27;33;25
2115.27;33;25
2116.26;33;25
2117.26;33;25
2118.26;33;25
2119.26;33;25
2120.26;33;25
2121.26;33;25
2122.26;33;25
2123.26;33;25
2124.25;33;25
2125.25;33;25
2126.25;33;25
2127.25;33;25
2128.25;33;25
2129.25;33;25
2130.25;33;25
2131.25;33;25
2132.25;33;25
2133.25;33;25
2134.24;33;25
2135.24;33;25
2136.24;33;25
2137.24;33;25
2138.24;33;25
2139.24;33;25
2140.24;33;25
2141.24;33;25
2142.24;33;25
2143.24;33;25
2144.23;34;25
2145.23;34;25
2146.23;34;25
2147.23;34;25
2148.23;34;25
2149.23;34;25
2150.23;34;25
2151.23;34;25
2152.23;34;25
2153.23;34;25
2154.23;34;25
2155.22;34;25
2156.22;34;25
2157.22;34;25
2158.22;34;25
2159.22;34;25
2160.22;34;25
2161.22;34;25
2162.21;34;25
2163.21;34;25
2164.21;34;25
2165.21;34;25
2166.21;34;25
2167.21;34;25
2168.21;34;25
2169.21;34;25
2170.21;34;25
2171.21;34;25
2172.2;34;25
2173.2;34;25
2174.2;34;25
2175.2;34;25
2176.2;34;25
2177.2;34;25
2178.2;34;25
2179.2;34;25
2180.2;34;25
2181.2;34;25
2182.2;34;25
2183.19;34;25
2184.19;34;25
2185.19;34;25
2186.19;34;25
2187.19;34;25
2188.19;34;25
2189.19;34;25
2190.19;34;25
2191.19;34;25
2192.18;34;25
2193.18;34;25
2194.18;34;25
2195.18;34;25
2196.18;34;25
2197.18;34;25
2198.18;34;25
2199.18;34;25
2200.17;34;25
2201.17;34;25
2202.17;34;25
2203.17;34;25
2204.17;34;25
2205.17;34;25
2206.17;34;25
2207.17;34;25
2208.17;33;25
2209.17;33;25
2210.17;34;25
2211.16;33;25
2212.16;33;25
2213.16;33;25
2214.16;33;25
2215.16;33;25
2216.16;33;25
2217.16;33;25
2218.16;33;25
2219.16;33;25
2220.16;33;25
2221.15;33;25
2222.15;33;25
2223.15;33;25
2224.15;33;25
2225.15;33;25
2226.15;33;25
2227.15;33;25
2228.14;33;25
2229.14;33;25
2230.14;33;25
2231.14;33;25
2232.14;33;25
2233.14;33;25
2234.14;33;25
2235.14;33;25
2236.14;33;25
2237.13;33;25
2238.13;33;25
2239.13;33;25
2240.13;33;25
2241.13;33;25
2242.13;33;25
2243.13;33;25
2244.13;33;25
2245.13;33;25
2246.13;33;25
2247.12;33;25
2248.12;33;25
2249.12;33;25
2250.12;33;25
2251.13;33;25
2252.12;33;25
2253.12;33;25
2254.12;33;25
2255.12;33;25
2256.12;33;25
2257.12;33;25
2258.11;33;25
2259.11;33;25
2260.11;33;25
2261.11;33;25
2262.11;33;25
2263.11;33;25
2264.11;33;25
2265.11;33;25
2266.1;33;25
2267.1;33;25
2268.1;33;25
2269.1;33;25
2270.1;33;25
2271.1;33;25
2272.1;33;25
2273.1;33;25
2274.09;33;25
2275.1;33;25
2276.09;33;25
2277.09;33;25
2278.09;33;25
2279.09;33;25
2280.09;33;25
2281.09;33;25
2282.09;33;25
2283.09;33;25
2284.09;33;25
2285.09;33;25
2286.08;33;25
2287.08;33;25
2288.08;33;25
2289.08;33;25
2290.08;33;25
2291.08;33;25
2292.08;33;25
2293.08;33;25
2294.08;33;25
2295.08;33;25
2296.07;33;25
2297.07;33;25
2298.07;33;25
2299.07;33;25
2300.06;33;25
2301.07;33;25
2302.06;33;25
2303.06;33;25
2304.06;33;25
2305.06;33;25
2306.06;33;25
2307.06;33;25
2308.06;33;25
2309.06;33;25
2310.06;33;25
2311.06;33;25
2312.06;33;25
2313.05;33;25
2314.05;33;25
2315.05;33;25
2316.05;33;25
2317.05;33;25
2318.05;33;25
2319.05;33;25
2320.05;33;25
2321.05;33;25
2322.05;33;25
2323.05;33;25
2324.05;33;25
2325.05;33;25
2326.04;33;25
2327.05;33;25
2328.04;33;25
2329.04;33;25
2330.04;33;25
2331.04;33;25
2332.04;33;25
2333.05;33;25
2334.04;33;25
2335.04;33;25
2336.04;33;25
2337.04;33;25
2338.03;33;25
2339.03;33;25
2340.04;33;25
2341.04;33;25
2342.03;33;25
2343.03;33;25
2344.03;33;25
2345.03;33;25
2346.03;33;25
2347.03;33;25
2348.03;33;25
2349.03;33;25
2350.03;33;25
2351.03;33;25
2352.03;33;25
2353.02;33;25
2354.03;33;25
2355.02;33;25
2356.02;33;25
2357.02;33;25
2358.02;33;25
2359.02;33;25
2360.02;33;25
2361.02;33;25
2362.02;33;25
2363.02;33;25
2364.02;33;25
2365.01;33;25
2366.01;33;25
2367.01;33;25
2368.01;33;25
2369.01;33;25
2370.01;33;25
2371;33;25
2372;33;25
2373;33;25
2374;33;25
2375;33;25
2376;33;25
2377;33;25
2378;33;25
2379;33;25
2380;33;25
2380.99;33;25
2381.99;33;25
2383;33;25
2383.99;33;25
2384.99;33;25
2385.99;33;25
2386.99;33;25
2387.99;33;25
2388.99;33;25
2389.99;33;25
2390.99;33;25
2391.99;33;25
2392.99;33;25
2393.99;33;25
2394.99;33;25
2395.99;33;25
2396.98;33;25
2397.98;33;25
2398.98;33;25
2399.98;33;25
2400.98;33;25
2401.98;33;25
2402.98;33;25
2403.98;33;25
2404.98;33;25
2405.98;33;25
2406.97;33;25
2407.97;33;25
2408.97;33;25
2409.97;33;25
2410.97;33;25
2411.97;33;25
2412.97;33;25
2413.96;33;25
2414.96;33;25
2415.96;33;25
2416.96;33;25
2417.96;33;25
2418.96;33;25
2419.96;33;25
2420.96;33;25
2421.96;33;25
2422.96;33;25
2423.96;33;25
2424.96;33;25
2425.96;33;25
2426.95;33;25
2427.95;33;25
2428.95;33;25
2429.95;33;25
2430.95;33;25
2431.95;33;25
2432.95;33;25
2433.95;33;25
2434.95;33;25
2435.95;33;25
2436.94;33;25
2437.94;33;25
2438.94;33;25
2439.94;33;25
2440.94;33;25
2441.94;33;25
2442.94;33;25
2443.94;33;25
2444.93;33;25
2445.93;33;25
2446.93;33;25
2447.93;33;25
2448.93;33;25
2449.93;33;25
2450.93;33;25
2451.93;33;25
2452.93;33;25
2453.93;33;25
2454.92;33;25
2455.92;33;25
2456.93;33;25
2457.92;33;25
2458.92;33;25
2459.92;33;25
2460.92;33;25
2461.92;33;25
2462.92;33;25
2463.92;33;25
2464.92;33;25
2465.92;33;25
2466.91;33;25
2467.92;33;25
2468.91;33;25
2469.91;33;25
2470.91;33;25
2471.91;33;25
2472.91;32;25
2473.91;33;25
2474.91;33;25
2475.91;33;25
2476.91;33;25
2477.9;32;25
2478.9;33;25
2479.9;32;25
2480.9;33;25
2481.9;32;25
2482.9;32;25
2483.9;32;25
2484.9;32;25
2485.89;32;25
2486.89;32;25
2487.9;32;25
2488.89;33;25
2489.89;32;25
2490.89;32;25
2491.89;32;25
2492.89;32;25
2493.89;32;25
2494.89;32;25
2495.89;32;25
2496.89;32;25
2497.88;32;25
2498.88;32;25
2499.88;32;25
2500.88;32;25
2501.88;32;25
2502.88;32;25
2503.88;32;25
2504.88;32;25
2505.88;32;25
2506.88;32;25
2507.88;32;25
2508.87;32;25
2509.87;32;25
2510.87;32;25
2511.87;32;25
2512.87;32;25
2513.87;32;25
2514.87;32;25
2515.87;32;25
2516.87;32;25
2517.86;32;25
2518.86;32;25
2519.86;32;25
2520.86;32;25
2521.86;32;25
2522.86;32;25
2523.86;32;25
2524.86;32;25
2525.86;32;25
2526.86;32;25
2527.86;32;25
2528.86;32;25
2529.85;32;25
2530.85;32;25
2531.85;32;25
2532.85;32;25
2533.85;32;25
2534.85;32;25
2535.85;32;25
2536.85;32;25
2537.85;32;25
2538.85;32;25
2539.84;32;25
2540.84;32;25
2541.84;32;25
2542.84;32;25
2543.84;32;25
2544.84;32;25
2545.84;32;25
2546.84;32;25
2547.84;32;25
2548.84;32;25
2549.83;32;25
2550.83;32;25
2551.83;32;25
2552.83;32;25
2553.83;32;25
2554.83;32;25
2555.83;32;25
2556.82;32;25
2557.82;32;25
2558.82;32;25
2559.82;32;25
2560.82;32;25
2561.82;32;25
2562.82;32;25
2563.82;32;25
2564.82;32;25
2565.82;32;25
2566.81;32;25
2567.81;32;25
2568.81;32;25
2569.81;32;25
2570.81;32;25
2571.81;32;25
2572.81;32;25
2573.81;32;25
2574.81;32;25
2575.81;32;25
2576.81;32;25
2577.8;32;25
2578.8;32;25
2579.8;32;25
2580.8;32;25
2581.8;32;25
2582.8;32;25
2583.8;32;25
2584.8;32;25
2585.79;32;25
2586.79;32;25
2587.79;32;25
2588.79;32;25
2589.79;32;25
2590.79;32;25
2591.79;32;25
2592.78;32;25
2593.79;32;25
2594.79;32;25
2595.78;32;25
2596.78;32;25
2597.78;32;25
2598.78;32;25
2599.78;32;25
2600.78;32;25
2601.78;32;25
2602.78;32;25
2603.78;32;25
2604.78;32;25
2605.78;32;25
2606.77;32;25
2607.77;32;25
2608.77;32;25
2609.77;32;25
2610.77;32;25
2611.77;32;25
2612.77;32;25
2613.77;32;25
2614.77;32;25
2615.77;32;25
2616.76;32;25
2617.76;32;25
2618.76;32;25
2619.76;32;25
2620.76;32;25
2621.76;32;25
2622.76;32;25
2623.75;32;25
2624.76;32;25
2625.76;32;25
2626.76;32;25
2627.75;32;25
2628.75;32;25
2629.75;32;25
2630.75;32;25
2631.75;32;25
2632.75;32;25
2633.75;32;25
2634.75;32;25
2635.75;32;25
2636.75;32;25
2637.75;32;25
2638.75;32;25
2639.75;32;25
2640.75;32;25
2641.75;32;25
2642.75;32;25
2643.74;32;25
2644.74;32;25
2645.74;32;25
2646.74;32;25
2647.74;32;25
2648.74;32;25
2649.74;32;25
2650.74;32;25
2651.74;32;25
2652.74;32;25
2653.74;32;25
2654.73;32;25
2655.73;32;25
2656.73;32;25
2657.73;32;25
2658.73;32;25
2659.73;32;25
2660.73;32;25
2661.73;32;25
2662.73;32;25
2663.73;32;25
2664.72;32;25
2665.73;32;25
2666.72;32;25
2667.73;32;25
2668.72;32;25
2669.72;32;25
2670.72;32;25
2671.72;32;25
2672.72;32;25
2673.72;32;25
2674.72;32;25
2675.72;32;25
2676.72;32;25
2677.71;32;25
2678.71;32;25
2679.71;32;25
2680.71;32;25
2681.71;32;25
2682.71;32;25
2683.71;32;25
2684.71;32;25
2685.71;32;25
2686.71;32;25
2687.71;32;25
2688.7;32;25
2689.7;32;25
2690.7;32;25
2691.7;32;25
2692.7;32;25
2693.7;32;25
2694.7;32;25
2695.7;32;25
2696.69;32;25
2697.69;32;25
2698.69;32;25
2699.69;32;25
2700.69;32;25
2701.69;32;25
2702.69;32;25
2703.69;32;25
2704.69;32;25
2705.69;32;25
2706.68;32;25
2707.68;32;25
2708.68;32;25
2709.68;32;25
2710.68;32;25
2711.68;32;25
2712.68;32;25
2713.68;32;25
2714.68;32;25
2715.68;32;25
2716.67;32;25
2717.67;32;25
2718.67;32;25
2719.67;32;25
2720.67;32;25
2721.67;32;25
2722.67;32;25
2723.67;32;25
2724.67;32;25
2725.67;32;25
2726.66;32;25
2727.66;32;25
2728.66;32;25
2729.66;32;25
2730.66;32;25
2731.66;32;25
2732.66;32;25
2733.65;32;25
2734.65;32;25
2735.65;32;25
2736.65;32;25
2737.65;32;25
2738.65;32;25
2739.65;32;25
2740.65;32;25
2741.65;32;25
2742.65;32;25
2743.65;32;25
2744.65;32;25
2745.64;32;25
2746.64;32;25
2747.64;32;25
2748.64;32;25
2749.64;32;25
2750.64;32;25
2751.64;32;25
2752.64;32;25
2753.64;32;25
2754.64;32;25
2755.64;32;25
2756.63;32;25
2757.63;32;25
2758.63;32;25
2759.63;32;25
2760.63;32;25
2761.63;32;25
2762.63;32;25
2763.63;32;25
2764.62;32;25
2765.62;32;25
2766.62;32;25
2767.62;32;25
2768.62;32;25
2769.62;32;25
2770.62;32;25
2771.62;32;25
2772.62;32;25
2773.62;32;25
2774.61;32;25
2775.61;32;25
2776.61;32;25
2777.61;32;25
2778.61;32;25
2779.61;32;25
2780.61;32;25
2781.61;32;25
2782.61;32;25
2783.61;32;25
2784.6;32;25
2785.6;32;25
2786.6;32;25
2787.6;32;25
2788.6;32;25
2789.6;32;25
2790.6;32;25
2791.6;32;25
2792.6;32;25
2793.59;32;25
2794.6;32;25
2795.59;32;25
2796.59;32;25
2797.59;32;25
2798.59;32;25
2799.59;32;25
2800.59;32;25
2801.58;32;25
2802.58;32;25
2803.58;32;25
2804.58;32;25
2805.58;32;25
2806.58;32;25
2807.58;31;25
2808.58;32;25
2809.58;32;25
2810.58;31;25
2811.57;32;25
2812.57;32;25
2813.57;31;25
2814.57;32;25
2815.57;32;25
2816.57;32;25
2817.57;32;25
2818.57;32;25
2819.57;32;25
2820.57;32;25
2821.57;31;25
2822.57;32;25
2823.56;31;25
2824.56;31;25
2825.56;31;25
2826.56;31;25
2827.56;31;25
2828.56;31;25
2829.56;31;25
2830.56;31;25
2831.56;31;25
2832.56;32;25
2833.56;31;25
2834.55;31;25
2835.55;31;25
2836.55;31;25
2837.55;31;25
2838.55;31;25
2839.55;31;25
2840.54;31;25
2841.54;32;25
2842.54;31;25
2843.54;31;25
2844.54;31;25
2845.54;31;25
2846.54;31;25
2847.54;31;25
2848.54;31;25
2849.54;31;25
2850.54;31;25
2851.54;31;25
2852.53;31;25
2853.54;31;25
2854.53;31;25
2855.54;31;25
2856.53;31;25
2857.53;31;25
2858.53;31;25
2859.53;31;25
2860.53;31;25
2861.53;31;25
2862.53;31;25
2863.53;31;25
2864.52;31;25
2865.52;31;25
2866.52;31;25
2867.52;31;25
2868.52;31;25
2869.52;31;25
2870.52;31;25
2871.52;31;25
2872.52;31;25
2873.52;31;25
2874.52;31;25
2875.51;31;25
2877.01;31;25
2878.01;31;25
2879.01;31;25
2880.01;31;25
2881.01;31;25
2882.01;31;25
2883.01;31;25
2884.01;31;25
2885.01;31;25
2886;31;25
2887;31;25
2888;31;25
2889;31;25
2890;31;25
2891;31;25
2892;31;25
2893;31;25
2894;31;25
2895;31;25
2896;31;25
2897;31;25
2897.99;31;25
2898.99;31;25
2899.99;31;25
2900.99;31;25
2901.99;31;25
2902.99;31;25
2903.99;31;25
2904.99;31;25
2905.99;31;25
2906.98;31;25
2907.99;31;25
2908.99;31;25
2909.98;31;25
2910.98;31;25
2911.98;31;25
2912.98;31;25
2913.98;31;25
2914.98;31;25
2915.98;31;25
2916.98;31;25
2917.97;31;25
2918.98;31;25
2919.97;31;25
2920.97;31;25
2921.97;31;25
2922.97;31;25
2923.97;31;25
2924.97;31;25
2925.97;31;25
2926.97;31;25
2927.97;31;25
2928.97;31;25
2929.97;31;25
2930.96;31;25
2931.96;31;25
2932.96;31;25
2933.96;31;25
2934.96;31;25
2935.96;31;25
2936.96;31;25
2937.96;31;25
2938.96;31;25
2939.96;31;25
2940.96;31;25
2941.96;31;25
2942.95;31;25
2943.95;31;25
2944.95;31;25
2945.95;31;25
2946.95;31;25
2947.95;31;25
2948.95;31;25
2949.95;31;25
2950.95;31;25
